param_0,param_1,param_2,param_3,param_4,param_5,param_6,mse
0.0006999274788601444,1.8967732002958655,1.1833766322792472,42667027256451.55,5863176813337.187,21498221511.021255,732.5037382528976,0.0036811818181818183
0.0003707739574189,1.7941125001758338,1.043573755864054,10686920467764.14,4271044151000.679,4594370425.678791,541.4477325975895,0.0031520909090909
0.0007078342392457,1.8106385050341487,0.9965640516020356,22204571542330.09,46942877974.36133,7030030363.239349,523.7803093157709,0.0023266363636363
0.0004186180686609,2.101937108284403,0.9462914416212472,87272260152734.81,1853385192491.1145,24357209912.654053,192.2154421452433,0.0028557272727272
0.0001108172778051,1.9446931341663003,0.6574621507897972,79452947704787.84,5697174718086.584,37790332119.207794,184.3213050160557,0.0037393636363636
0.0002368893576041,1.7675536064421744,1.055069230854135,25289271583016.4,1710187644474.9668,29298315421.196632,548.8322183953491,0.0038429999999999
0.0008977461894535,1.887586104154908,1.0383531225953118,31700745125306.09,779618759816.5127,39579586447.943,524.7013646643609,0.0051357272727272
0.0009735398378343,2.072772114910185,1.1869190059260308,34915190412703.52,7283740103250.054,29038319201.20865,414.5322791300714,0.0027084545454545
0.0004309841475698,1.978876975940305,1.00761579927057,74308678154152.77,5156226901272.312,23827187054.73333,330.1756790140949,0.0029648181818181
0.0008088706873877,1.820114912837744,1.1424281793646514,37240887171588.84,1595398686220.8696,3093447036.109864,698.6811548937112,0.0030393636363636
0.000463039046742,1.7666951751336455,1.1951586560346186,65726949544623.49,3312182721961.2896,49071325990.37141,361.7375150788576,0.0040048181818181
0.0006669318120257,1.857633126713336,1.1698589911684394,47482097716070.71,7828197767194.36,25017113518.90117,577.8427903540432,0.004633909090909
0.0001434494078232,1.7573971641712545,1.058117142510182,35587238141335.55,367927320301.5332,17816571005.601353,547.4468463571035,0.0035120909090909
0.0005424059205019,1.909264574572444,1.039543880149722,99750073876231.9,1008410211959.854,1837899352.4238472,425.925659108907,0.002193909090909
5.763531165661284e-05,1.6788471810519696,0.8842105202376842,11652146146632.734,3963203531969.339,35576439190.655945,122.81751101836562,0.0044084545454545
0.0005952867200777,1.8142569618299604,1.0393163654021915,4945026018656.789,7688345587467.775,24535764930.7698,394.64563936926425,0.004223
0.0003876693187963,1.7906024338677526,1.0242099162191152,13221753840334.71,5822805506989.199,30369885830.743565,309.5559665371196,0.0030284545454545
0.0005513526474707,1.868196272977694,1.1358933265320956,50031005053824.55,6242928617155.936,27247766208.834946,466.8151961627088,0.0041611818181818
0.0007984314573436,1.849771830632176,1.0245057276450096,5722947815165.406,776345126293.3281,42680234638.04275,471.2116943714574,0.0046084545454545
0.0003657493005904,1.75743520251424,1.0938607078676317,80425308849208.69,2569190901587.2983,41434675021.53142,609.979836128334,0.0051593636363636
0.000629431001822,1.93860860809179,1.1150040475249343,10266577753088.344,9684899746823.473,8888041946.616022,603.0003827530891,0.0039084545454545
0.0003632939294625,1.765268416363852,1.0161477959479777,17898495059196.13,2359613662312.444,20467737780.62751,560.2397131733596,0.0034102727272727
0.0008108064817516,1.7202310150069404,1.2027205971773387,44861657550043.29,4270632666861.639,23863757262.962265,174.09501871202605,0.0044284545454545
9.276171260918484e-05,1.877523122169077,0.6321702042594551,68865273164585.234,2294479805352.1665,1551069536.2463608,279.3535395991057,0.0030102727272727
0.0002338276885401,1.8868551479652524,0.8610445968806743,40902166933752.59,3149740977576.0024,30892707027.494907,212.6582246273756,0.0033411818181818
0.0005438453745848,2.0448447270318866,0.8979546535426252,43088281424661.2,162486032950.16895,29992485630.55187,179.36338386498392,0.0038302727272727
0.000304310027251,1.9094449376687408,1.0258398062118268,86768705340753.61,4596739451270.749,33311467477.13376,411.87732947996113,0.0052611818181818
0.0007759888445264,1.820801690593362,1.2672777291387318,81170543257147.08,7887916027568.281,18679444643.66883,233.459142735228,0.0051248181818181
0.0003548761650838,1.762185758056833,0.982953745931618,4110136983597.742,1823775832933.3955,25566969534.382225,479.64859555966143,0.0023593636363636
0.0009006284251854,1.8993822673335672,1.1600152399390935,45569475068710.74,2782191420691.088,12459821146.912872,312.4237943440676,0.0040611818181818
0.0005194463878602,1.81864872071938,1.0821618023867328,55462522598470.47,6641234475013.738,28161935578.96401,461.4192836114863,0.0038157272727272
0.0002964233049678,1.870226301811636,0.9563892357982694,54487426391341.32,7104204067025.035,35086701099.76083,432.8854269047936,0.0020884545454545
0.0005968879758911,2.0164692833235898,1.1286516807507392,87572189517319.2,8346249160825.814,45712213586.42624,394.9856438665213,0.0044266363636363
0.000430825639073,1.8581471402198075,1.0360360024496913,29612623092718.42,8869628247218.207,22577206669.3753,159.86435287632048,0.0027520909090909
0.000829348990531,1.7993224708363411,1.1281102777172725,70891759381682.72,1184864392913.878,27086719471.96125,228.8307029938283,0.0040520909090909
0.0003465803825388,2.1869053792208435,0.9950988923199474,75526731701567.77,8460924275405.705,23124497734.941544,680.8658028952777,0.0070920909090909
0.0006012607230555,1.793821707367897,1.035499014519155,39686385398730.63,8227695164019.242,46137498346.15737,145.43162360787392,0.0023811818181818
0.0008643171178852,1.8071173290667115,1.1804627847857772,91720954246819.02,4384812785918.85,28012987713.59433,122.55859005755376,0.002373909090909
0.0005675956019696,1.9062086762860413,1.0629704689607022,63572844903916.125,5983347506206.482,38295323840.34246,162.13211133144796,0.0039884545454545
7.764380222493775e-05,1.8394516149535776,0.7849859277717768,68025658443570.14,1854145498918.3696,47262764636.42716,726.7803655005991,0.0042902727272727
0.0001516632289046,1.9548550550353605,0.7933426614445105,39923043357289.84,7908753025838.721,49479918139.98669,152.3303598706483,0.0021248181818181
0.0004788958234657,1.8075582558661032,1.0658772547729312,86642891407944.27,1215432070613.0396,9790488344.930016,433.8363516466216,0.0056702727272727
0.0007554617255928,2.03587667009378,1.1316706740297375,73587136272477.7,8728541596883.064,1001394645.3109398,214.92362399585545,0.0036393636363636
0.000465180704031,1.955482039025683,0.9967341895699138,58477528915154.51,7901994893620.091,47431795812.56989,170.72863799483767,0.003233909090909
0.000177623640082,1.8833327094092964,0.814138805028051,96216377895325.42,4218941961769.015,39535970208.235085,294.3697520531714,0.004323
0.0003986251780281,1.8132422249764204,1.05129279969394,61996779180131.85,2151413525587.6409,22309941558.2644,109.27834226749836,0.0029357272727272
0.0001461887483624,1.8137331837788224,0.7778817172162233,43216520635758.914,5294570803191.163,13071425939.459858,166.99254339549805,0.0031175454545454
